ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
493;8;studio;Toiletries;707;30;765;43546;15301;14603
494;7;penthouse;Coffee maker;915;86;744;22099;29675;32308
495;14;double;Mini fridge;795;610;75;45067;37811;47578
496;13;penthouse;Pillows;602;776;154;27566;13976;36967
497;13;single;Blankets;308;833;730;15800;35627;6898
498;1;penthouse;Toiletries;411;543;489;35742;18591;28879
499;7;loft;Safe box;882;879;10;16164;39337;2950
500;14;single;Bed sheets;764;258;452;20705;15282;32070
501;5;studio;Safe box;703;207;115;842;9241;44561
502;15;suite;Safe box;445;930;188;15316;13111;15054
503;2;single;Hairdryer;779;399;631;30369;9643;17258
504;10;double;Toiletries;64;971;932;34009;24408;47679
505;2;bungalow;Hangers;180;597;554;29023;5125;2030
506;2;double;Hangers;693;312;659;10994;31054;16301
507;6;loft;Hairdryer;151;430;119;8278;45584;34138
508;8;loft;Mini fridge;284;286;488;37081;17408;512
509;13;single;Hairdryer;492;575;129;12398;2094;818
510;13;twin;Toiletries;239;638;182;3880;38712;5920
511;5;single;Bed sheets;87;594;763;40681;10269;30859
512;15;studio;Safe box;944;383;305;25543;14625;11125
513;9;loft;Coffee maker;541;359;574;37245;9741;26387
514;5;twin;Hairdryer;71;653;18;39918;29419;38403
515;1;single;Coffee maker;911;950;852;19636;26251;10777
516;13;loft;Safe box;21;349;902;36344;3624;27547
517;6;twin;Towels;316;90;897;47256;24049;49151
518;9;loft;Coffee maker;836;25;392;20451;30731;47720
519;3;studio;Mini fridge;488;554;289;32426;9305;9787
520;6;penthouse;Hangers;244;818;351;6984;24667;16300
521;8;single;Hangers;978;582;392;34071;33190;338
522;7;loft;Mini fridge;857;870;535;5302;47433;12419
523;15;double;Toiletries;99;703;502;13809;28834;13960
524;12;bungalow;Toiletries;393;454;316;138;36497;17364
525;10;twin;Toiletries;194;971;605;33717;48222;47515
526;15;single;Mini fridge;558;629;331;46110;15090;17074
527;2;loft;Toiletries;123;117;188;47170;30877;41005
528;9;twin;Safe box;825;412;550;44123;47493;5643
529;1;studio;Hairdryer;710;553;579;35908;16;11786
530;8;twin;Hairdryer;50;104;61;45158;45200;42035
531;4;twin;Towels;312;189;982;47777;24277;22179
532;15;penthouse;Hairdryer;421;108;281;36411;18292;12998
533;13;loft;Safe box;547;78;338;49913;238;5017
534;11;cottage;Hairdryer;154;669;191;18729;6909;30010
535;6;penthouse;Mini fridge;417;383;726;44504;28399;44631
536;8;single;Pillows;848;767;263;12626;19698;20270
537;1;suite;Pillows;990;745;63;327;28357;30259
538;6;penthouse;Towels;863;316;920;17326;47605;1884
539;1;apartment;Safe box;778;176;730;43447;22116;38656
540;10;loft;Blankets;720;357;755;43083;8327;11904
541;14;loft;Bed sheets;137;250;696;10248;41414;10677
542;8;apartment;Pillows;230;319;85;43209;35047;31799
543;10;loft;Hangers;143;257;990;9388;29330;16787
544;10;loft;Mini fridge;212;424;598;2135;46501;17741
545;5;suite;Coffee maker;37;229;778;35929;48144;25243
546;3;loft;Pillows;928;589;925;35795;18608;17231
547;10;single;Pillows;368;833;428;44832;48067;23724
548;11;twin;Hairdryer;323;515;240;6048;21873;15249
549;1;double;Coffee maker;414;947;844;1322;29523;25937
550;6;penthouse;Mini fridge;958;152;760;47505;43603;4012
551;6;loft;Mini fridge;356;412;154;28441;10033;21895
552;2;single;Hairdryer;924;206;241;598;11571;47497
553;5;double;Blankets;423;657;152;16290;25699;21917
554;10;studio;Hangers;689;127;223;27733;3168;34010
555;10;bungalow;Coffee maker;907;536;342;36735;38309;21881
556;4;cottage;Coffee maker;793;552;746;44633;28012;14176
557;2;loft;Hairdryer;66;305;308;49500;46218;27900
558;7;single;Blankets;928;996;939;11944;24929;18474
559;15;cottage;Safe box;104;660;925;48897;799;10020
560;5;double;Hairdryer;805;992;820;44632;40286;13082
561;12;penthouse;Blankets;699;250;146;13022;31842;17782
562;6;bungalow;Pillows;215;400;188;5729;47612;49183
563;1;single;Toiletries;305;359;761;22220;40302;24402
564;2;apartment;Mini fridge;673;432;130;3066;34080;32929
565;15;cottage;Bed sheets;333;410;286;30359;25706;17361
566;9;loft;Hangers;514;595;884;18092;31369;2074
567;3;apartment;Pillows;389;48;491;11046;34690;8732
568;2;single;Bed sheets;13;946;494;34351;12893;34292
569;11;single;Pillows;464;592;550;48245;7836;36539
570;10;studio;Towels;867;116;867;16322;7207;15939
571;1;cottage;Bed sheets;729;824;256;11855;40078;23478
572;5;apartment;Mini fridge;200;131;309;35841;33299;35594
573;8;suite;Mini fridge;639;534;881;22336;7925;1467
574;12;bungalow;Towels;768;824;443;2119;16898;3090
575;12;studio;Mini fridge;258;140;535;19544;5701;43934
576;9;bungalow;Safe box;398;853;33;9005;9636;23397
577;4;double;Hangers;945;738;711;5154;15987;33957
578;13;twin;Coffee maker;824;765;682;31994;19410;47156
579;9;double;Toiletries;87;528;846;6087;35183;44896
580;5;double;Bed sheets;890;12;208;26929;11217;11241
581;10;suite;Bed sheets;859;519;571;19016;31526;11403
582;2;twin;Hangers;91;8;643;41524;6841;19194
583;8;bungalow;Towels;789;856;486;1731;39340;33992
584;13;penthouse;Coffee maker;47;705;900;38478;8608;48278
585;12;apartment;Pillows;849;591;696;44933;30048;38774
586;14;studio;Toiletries;130;515;268;7582;48542;13117
587;8;loft;Pillows;568;593;926;21203;29466;20324
588;13;apartment;Mini fridge;559;859;604;11685;37295;30470
589;11;cottage;Bed sheets;218;330;638;32181;13439;29116
590;3;twin;Toiletries;567;124;866;35888;43788;9037
591;15;twin;Toiletries;470;690;1;12766;49359;36983
592;2;cottage;Coffee maker;69;680;334;22988;46120;18730
593;8;single;Hairdryer;959;502;668;28948;30582;19008
594;7;suite;Blankets;230;651;888;22122;17287;4308
595;4;twin;Coffee maker;932;686;570;2076;20685;7198
596;4;single;Towels;371;78;875;7303;12117;14047
597;9;penthouse;Mini fridge;335;916;257;46190;16819;8838
598;12;single;Mini fridge;761;328;555;7301;19625;35930
599;6;bungalow;Coffee maker;572;669;826;12548;23228;20657
600;4;suite;Coffee maker;459;163;679;48221;31072;46803
601;4;twin;Toiletries;409;851;378;16246;16917;14235
602;15;single;Safe box;387;633;331;4934;44951;46913
603;2;cottage;Pillows;149;660;584;10445;6193;15457
604;4;suite;Hangers;507;252;178;29644;40836;48299
605;8;single;Mini fridge;951;798;780;3858;49243;43636
606;10;bungalow;Bed sheets;988;189;803;21409;38823;10086
607;9;loft;Coffee maker;705;670;642;24058;28873;4881
608;2;loft;Toiletries;93;616;204;23025;23081;26945
609;7;penthouse;Bed sheets;702;21;716;33590;4146;9316
610;5;studio;Coffee maker;476;430;679;11319;29084;36824
611;8;studio;Safe box;95;208;886;37680;15465;42047
612;2;studio;Blankets;361;785;273;24725;23445;26104
613;2;double;Pillows;153;466;390;19941;7100;17806
614;9;single;Mini fridge;972;732;139;12682;20397;30226
615;15;studio;Pillows;695;952;552;11463;44576;41119
616;11;double;Mini fridge;756;915;441;40083;18524;14997
617;9;single;Toiletries;351;604;592;11815;16558;5767
618;1;loft;Toiletries;958;860;919;36027;21473;20360
619;3;penthouse;Safe box;754;30;315;11775;28642;19089
620;10;suite;Mini fridge;530;916;988;4533;30930;48860
621;8;suite;Toiletries;937;516;622;31599;23350;7648
622;8;double;Pillows;886;288;713;15002;9267;6079
623;3;bungalow;Blankets;166;896;819;7714;37816;49110
624;3;suite;Coffee maker;451;848;275;5671;16685;11095
625;8;apartment;Pillows;904;7;692;6649;2735;37129
626;7;apartment;Towels;856;505;693;6318;29732;16814
627;12;single;Safe box;754;567;147;24218;12477;6030
628;10;twin;Hangers;916;745;368;17118;30280;7972
629;11;apartment;Hairdryer;593;369;626;5362;17092;1434
630;8;loft;Towels;248;271;541;44839;22652;15263
631;10;bungalow;Hairdryer;796;705;418;14560;7361;22157
632;11;loft;Mini fridge;81;569;910;9806;16168;43103
633;4;apartment;Coffee maker;167;651;698;41814;42586;8339
634;11;loft;Blankets;264;27;109;22878;13974;3608
635;7;cottage;Hangers;975;403;926;38835;9374;21440
636;10;twin;Hangers;477;905;966;30120;26339;36159
637;13;apartment;Pillows;993;569;742;14674;41984;91
638;12;loft;Pillows;932;182;971;25305;46939;28307
639;8;studio;Hangers;259;487;262;33740;32547;33077
640;4;twin;Pillows;847;123;683;6525;44195;24885
641;1;double;Mini fridge;677;261;692;34554;44002;39034
642;15;studio;Mini fridge;455;701;288;8819;21810;44793
643;14;penthouse;Mini fridge;109;432;97;31304;37914;16147
644;9;single;Towels;338;446;872;41425;338;24953
645;4;penthouse;Safe box;325;758;721;36865;31042;39910
646;4;cottage;Blankets;884;262;321;47140;25497;21007
647;6;bungalow;Safe box;183;248;95;45821;26969;25267
648;4;suite;Hangers;812;67;355;45826;36017;10770
649;4;apartment;Bed sheets;272;304;945;20255;31976;49989
650;12;suite;Towels;820;438;413;43941;43249;17655
651;14;bungalow;Hangers;786;112;931;446;6087;32304
652;15;bungalow;Hangers;321;633;103;14680;13;27642
653;11;studio;Towels;858;371;555;45451;22117;26133
654;14;bungalow;Mini fridge;552;276;409;15649;49824;6575
655;10;twin;Coffee maker;229;781;330;2169;46017;16284
656;13;single;Mini fridge;449;909;424;36846;46921;42429
657;1;twin;Blankets;18;163;676;43583;28630;48264
658;5;single;Blankets;689;710;146;4517;43752;36054
659;3;single;Hangers;458;306;753;35627;30510;18161
660;10;double;Towels;311;189;581;25090;1800;45577
661;7;loft;Bed sheets;809;989;926;10605;1167;21570
662;5;bungalow;Safe box;85;48;926;43922;43487;46125
663;7;penthouse;Safe box;130;263;58;5893;22079;5874
664;5;loft;Hairdryer;361;874;624;31988;8282;44638
665;2;single;Blankets;437;924;627;34542;15843;2083
666;9;cottage;Pillows;409;552;482;852;21091;32914
667;1;single;Mini fridge;435;260;614;44401;16915;39557
668;1;single;Safe box;332;825;370;29679;12201;30277
669;9;suite;Bed sheets;487;160;327;17962;37280;21707
670;1;single;Towels;536;492;896;29755;6769;518
671;9;cottage;Towels;448;425;149;33266;10080;30873
672;1;cottage;Hairdryer;843;373;225;855;23026;32963
673;14;apartment;Hangers;416;63;721;18030;44456;9167
674;12;twin;Towels;793;199;849;8761;22328;10540
675;4;loft;Bed sheets;407;409;991;30601;17162;22384
676;12;cottage;Hairdryer;799;826;70;37646;31165;35506
677;1;apartment;Blankets;862;514;571;10467;20436;28659
678;1;double;Mini fridge;225;633;839;3441;8452;5460
679;6;apartment;Bed sheets;579;629;186;1754;11509;13961
680;15;cottage;Coffee maker;285;335;1;39726;20652;47641
681;1;twin;Blankets;658;469;460;26785;31135;14267
682;13;loft;Coffee maker;20;518;867;28378;35081;31990
683;14;cottage;Toiletries;472;117;53;36828;15192;33731
684;9;twin;Hangers;264;127;387;34755;25742;43985
685;15;single;Blankets;311;658;493;27887;20203;19730
686;6;cottage;Toiletries;644;68;76;13778;35084;31251
687;6;bungalow;Hangers;449;83;586;39275;5758;39110
688;7;apartment;Coffee maker;482;470;336;4296;26180;46575
689;3;double;Hangers;401;531;359;34143;42365;21980
690;8;penthouse;Towels;434;395;230;19354;38021;20047
691;2;double;Toiletries;749;484;87;21584;34441;11937
692;10;penthouse;Hangers;982;692;577;36660;47146;36987
693;4;bungalow;Towels;929;26;426;38277;45397;24474
694;7;suite;Hangers;300;856;954;9667;16987;11645
695;4;loft;Safe box;672;708;341;27327;33768;24071
696;15;apartment;Towels;157;739;678;3740;33950;42104
697;10;bungalow;Toiletries;468;768;774;3295;1956;20712
698;11;twin;Hairdryer;910;389;710;48224;1486;1142
699;14;single;Towels;973;385;736;35055;8663;14251
700;2;double;Toiletries;936;53;390;11327;17463;15068
701;4;twin;Safe box;366;637;700;43238;10055;30312
702;13;studio;Toiletries;519;912;933;45176;3909;27627
703;15;suite;Toiletries;568;735;14;43025;23205;39963
704;1;loft;Safe box;246;200;741;43141;7835;27424
705;5;twin;Towels;679;604;281;1388;18891;15457
706;12;suite;Bed sheets;602;123;954;44045;42554;41530
707;6;single;Mini fridge;769;513;576;25146;11405;37549
708;2;loft;Towels;226;133;993;5682;35918;33406
709;9;apartment;Hangers;668;793;217;49994;6138;27954
710;3;loft;Bed sheets;493;708;840;38407;36443;27664
711;15;twin;Hangers;346;684;215;38658;7851;23878
712;12;studio;Blankets;817;165;942;33661;40999;12357
713;12;cottage;Toiletries;231;566;592;3985;19745;37920
714;3;single;Bed sheets;271;372;572;41715;8569;22561
715;3;suite;Hangers;392;263;771;344;49678;21521
716;6;loft;Pillows;585;595;910;19982;29938;13871
717;15;single;Blankets;34;32;882;22169;2639;44254
718;15;suite;Toiletries;138;639;442;48879;28998;25193
719;10;twin;Towels;144;125;926;32989;42393;12600
720;13;loft;Blankets;62;290;426;35769;41907;48296
721;1;apartment;Bed sheets;701;608;516;40451;39722;41329
722;5;apartment;Blankets;589;520;836;32178;1812;6156
723;10;twin;Blankets;853;635;854;46194;26355;47926
724;1;cottage;Hangers;722;574;434;27397;6642;14972
725;10;cottage;Hairdryer;194;791;351;16049;25210;11819
726;9;double;Hangers;526;415;249;39102;16719;37913
727;11;studio;Toiletries;621;27;262;4578;15568;34718
728;14;penthouse;Hangers;369;736;134;20567;39932;3216
729;12;single;Bed sheets;733;310;64;17726;16906;24780
730;14;suite;Towels;403;777;567;46815;29924;48711
731;14;double;Towels;764;723;627;33269;26628;37420
732;1;twin;Towels;418;535;294;20676;43969;554
733;4;single;Towels;994;94;509;34660;38138;8390
734;6;suite;Bed sheets;191;93;460;24874;18326;31511
735;15;loft;Toiletries;263;150;631;22505;44230;6819
736;3;penthouse;Hangers;71;382;620;38602;12892;12935
737;2;single;Toiletries;328;264;534;22885;47743;17188
738;5;cottage;Towels;935;287;833;25919;17253;4531
739;4;twin;Pillows;388;146;326;48363;14445;30888
740;6;loft;Blankets;34;932;707;43863;24503;11110
741;10;single;Towels;317;861;757;38987;32624;3710
742;14;studio;Blankets;688;408;517;10312;44328;35513
743;4;twin;Mini fridge;268;576;235;21924;41299;9645
744;3;suite;Coffee maker;699;372;299;31770;45059;49850
745;15;loft;Hangers;875;999;172;40198;1257;19502
746;1;studio;Hangers;521;251;939;39069;39994;11037
747;15;single;Pillows;908;934;527;34392;47991;35541
748;14;loft;Towels;845;619;571;30186;44272;37807
749;1;studio;Pillows;999;434;278;17398;39846;17251
750;8;penthouse;Blankets;855;898;171;29209;8275;18861
751;11;twin;Blankets;608;732;773;25280;7544;20142
752;15;penthouse;Hairdryer;188;864;535;36269;40417;7380
753;8;single;Hangers;85;161;473;37295;34953;24934
754;15;apartment;Mini fridge;936;613;212;34925;4375;36286
755;1;loft;Hangers;943;938;410;8572;8861;37678
756;7;twin;Hangers;927;323;105;27280;15522;25145
757;12;suite;Mini fridge;151;317;858;43851;7307;9490
758;6;apartment;Coffee maker;869;20;806;39017;33884;17005
759;12;suite;Blankets;899;561;696;19225;30941;40387
760;10;cottage;Toiletries;914;619;336;20461;38567;37859
761;3;loft;Toiletries;859;523;94;22932;28636;13736
762;15;suite;Toiletries;637;432;68;40752;8377;27516
763;11;cottage;Towels;955;178;56;21756;47306;24506
764;10;suite;Blankets;85;359;316;45068;33353;16110
765;3;apartment;Hairdryer;745;701;637;23489;38574;31540
766;14;cottage;Blankets;351;839;437;13755;31614;42793
767;1;penthouse;Mini fridge;911;493;658;14657;36235;43402
768;5;suite;Bed sheets;115;214;937;8127;46435;21160
769;1;studio;Mini fridge;720;560;495;22309;27994;29590
770;12;cottage;Hairdryer;175;519;910;33199;30098;13228
771;6;double;Bed sheets;606;309;905;21607;8038;24437
772;5;apartment;Hangers;754;221;24;39545;12779;46974
773;10;penthouse;Mini fridge;316;152;792;46987;9778;11458
774;2;loft;Pillows;662;559;842;2188;23456;997
775;10;double;Hairdryer;401;942;918;11810;31980;6849
776;13;studio;Towels;858;914;802;21114;46193;43643
777;6;twin;Pillows;779;95;764;43121;38145;16137
778;8;cottage;Bed sheets;552;116;369;14839;39900;10900
779;5;single;Coffee maker;270;229;474;18004;1591;46384
780;14;apartment;Blankets;723;450;261;28770;1389;15738
781;4;single;Bed sheets;684;712;237;25493;38856;8615
782;12;apartment;Towels;978;340;954;388;10454;39286
783;8;penthouse;Coffee maker;238;545;208;18710;37730;3365
784;11;twin;Toiletries;689;618;934;9654;17648;40696
785;12;loft;Blankets;504;972;107;31934;4855;30250
786;9;studio;Coffee maker;95;373;761;9074;45394;17893
787;1;studio;Hairdryer;428;475;767;23725;11182;45438
788;13;bungalow;Mini fridge;339;244;135;6222;28573;10208
789;7;penthouse;Hangers;147;312;264;20419;5402;43595
790;1;bungalow;Bed sheets;171;300;33;36265;28855;11120
791;7;single;Coffee maker;572;857;11;27934;6369;29337
792;13;bungalow;Pillows;504;590;824;27300;27844;48242
793;8;single;Coffee maker;614;208;146;29204;22260;3257
794;15;loft;Toiletries;52;19;293;23149;29342;38170
795;14;studio;Hairdryer;690;580;50;13704;7972;38403
796;1;studio;Safe box;419;685;451;45223;9786;21941
797;7;apartment;Bed sheets;26;506;252;7769;29936;6140
798;8;single;Hairdryer;578;917;48;13279;10542;5819
799;3;suite;Hangers;443;596;752;20147;43019;45571
800;1;twin;Coffee maker;860;868;642;36580;9097;2814
801;13;studio;Coffee maker;704;783;358;20347;43070;22055
802;5;suite;Coffee maker;398;435;420;466;37816;30534
803;11;twin;Towels;68;503;327;38703;25034;12004
804;14;studio;Towels;916;507;878;3022;43869;47053
805;7;double;Hairdryer;192;828;409;34250;24117;33003
806;9;cottage;Mini fridge;793;97;590;4749;6801;24325
807;11;loft;Bed sheets;311;213;586;37360;9020;30694
808;6;bungalow;Towels;423;719;501;20433;25756;47314
809;1;double;Coffee maker;39;546;944;30248;6421;3414
810;8;studio;Pillows;26;23;847;13985;17366;8402
811;6;loft;Hairdryer;192;133;917;15051;29604;14026
812;9;double;Safe box;454;45;214;27396;15385;3933
813;11;loft;Toiletries;16;296;496;24703;41809;19484
814;8;loft;Blankets;770;787;204;2064;24890;39940
815;4;suite;Hangers;539;190;604;26267;45336;28326
816;4;studio;Blankets;554;273;738;34628;15921;15929
817;11;bungalow;Hairdryer;464;830;811;7069;20503;36066
818;2;cottage;Bed sheets;270;972;689;36713;32827;38222
819;13;penthouse;Towels;165;581;833;6074;31166;48231
820;9;penthouse;Pillows;746;243;863;13319;42341;45555
821;10;cottage;Blankets;300;244;347;4702;36467;47077
822;8;loft;Coffee maker;542;265;632;36018;45226;43865
823;11;studio;Toiletries;218;889;679;37476;40039;23544
824;11;single;Mini fridge;975;427;937;8507;33706;28631
825;4;loft;Hangers;744;482;391;28177;47694;19015
826;5;single;Blankets;242;738;540;25130;29347;25852
827;14;twin;Coffee maker;111;284;919;42768;27264;23775
828;11;penthouse;Toiletries;605;785;666;40589;39387;32873
829;6;suite;Safe box;403;458;975;6395;32925;20436
830;4;double;Coffee maker;619;782;541;26271;42185;35896
831;7;penthouse;Towels;529;949;829;22879;14947;8274
832;6;penthouse;Mini fridge;399;156;419;5373;12682;14647
833;13;single;Safe box;599;93;104;42088;1332;19251
834;9;suite;Toiletries;469;145;378;17480;15530;45705
835;15;double;Hairdryer;927;338;679;32450;35591;27813
836;12;double;Coffee maker;283;908;630;4648;27546;31673
837;8;studio;Bed sheets;78;278;427;23214;6558;49058
838;8;bungalow;Hangers;357;413;571;1671;14479;40817
839;3;loft;Mini fridge;856;293;171;3337;30130;45828
840;1;studio;Blankets;466;918;171;3805;40825;32004
841;10;double;Bed sheets;337;258;603;19815;43517;11669
